TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,VARIATION1TYPE,VARIATION1NAME,VARIATION1VALUES,VARIATION2TYPE,VARIATION2NAME,VARIATION2VALUES,SKU
"Black Lace Choker, Victorian Gothic Choker, Choker Necklace, Vintage Floral Lace, Tattoo Scar Cover, Halloween Costume, Cosplay Accessories","Black Lace Choker, Victorian Gothic Choker, Choker Necklace, Vintage Floral Lace, Tattoo Scar Cover, Halloween Costume, Cosplay Accessories

Handmade With Black Vintage Floral Cut Out Lace Width Approx 70mm At Widest Point, Silver Plated Ribbon Clamps and extender chain with bead drop.

Please choose size from drop down menu.

Find me on Facebook :
https://www.facebook.com/saorsajewelry

Follow me on Instagram :
https://www.instagram.com/saorsajewelleryUK",7.5,GBP,2,"Scar_Cover_Up,Burlesque_Choker,Cosplay_Accessories,Black_Floral_Lace,Tattoo_Choker,Vintage_Lace,Steampunk_Choker,Black_Choker,Choker_Necklace,Victorian_Gothic,Halloween_costume,Victorian_Choker,Black_Gothic_Choker","Silver Plated Ribbon Ends,Silver Plated Extender Chain,Black Vintage Lace",https://i.etsystatic.com/5329957/r/il/ad02c6/1210263381/il_fullxfull.1210263381_ksxt.jpg,https://i.etsystatic.com/5329957/r/il/bd4a33/1163040674/il_fullxfull.1163040674_q2e2.jpg,,,,,,,,,Length,"Necklace length","11,11.5,12,12.5,13,13.5,14,14.5,15",,,,
"White Opal Ring, Vintage Glass Cabochon, Adjustable, Statement Ring, Gift For Her, Boho Bride Jewelry, Boho Wedding Ring, Large Oval Ring","White Opal Ring, Vintage Glass Cabochon, Adjustable, Statement Ring, Gift For Her, Boho Bride Jewelry, Boho Wedding Ring, Large Oval Ring

Photos have been enlarged to show close up detail. 

Stunning large imitation White Opal ring, made with a rare Vintage Glass cabochon 18x13mm mounted on a silver plated brass ring. This cabochon has a beautiful iridescence when it catches the light, it looks like cracked ice with silvery flashes.  Really difficult to capture on camera.

This ring is adjustable and will fit all sizes.

Beautifully presented in an organza bag with gemstone information, ready to give as a gift. 

Find me on Facebook :
https://www.facebook.com/saorsajewelry

Follow me on Instagram :
https://www.instagram.com/saorsajewelleryUK",12,GBP,2,"Statement_Ring,Gift_For_Her,adjustable_ring,Cabochon_Ring,Gifts_for_women,Oval_ring,Large_oval_ring,Vintage_Cabochon,Imitation_Opal_Ring,White_Opal_Ring,Cracked_Ice_Ring,Boho_Wedding_Ring,Boho_Bride_Jewelry","Opal,Glass,Silver,Brass",https://i.etsystatic.com/5329957/r/il/d2615c/2366984433/il_fullxfull.2366984433_m326.jpg,https://i.etsystatic.com/5329957/r/il/db7ce3/2366984065/il_fullxfull.2366984065_bmtb.jpg,https://i.etsystatic.com/5329957/r/il/cdd440/2319393596/il_fullxfull.2319393596_sq5d.jpg,https://i.etsystatic.com/5329957/r/il/05ed2c/2319394182/il_fullxfull.2319394182_b7li.jpg,https://i.etsystatic.com/5329957/r/il/1dc15c/2366984651/il_fullxfull.2366984651_l2qv.jpg,https://i.etsystatic.com/5329957/r/il/950caa/2319394068/il_fullxfull.2319394068_q2eo.jpg,https://i.etsystatic.com/5329957/r/il/4c778f/2319394428/il_fullxfull.2319394428_acjh.jpg,https://i.etsystatic.com/5329957/r/il/094c6c/2319394254/il_fullxfull.2319394254_bs6m.jpg,https://i.etsystatic.com/5329957/r/il/a0286e/2366985001/il_fullxfull.2366985001_7lmr.jpg,https://i.etsystatic.com/5329957/r/il/eb4880/2319432234/il_fullxfull.2319432234_t9t7.jpg,,,,,,,
"Blue Sodalite Ring, Stainless Steel Ring, Hypoallergenic Ring, Gift For Her, Birthday Gift, Bridesmaid Gift, Statement Ring, Graduation Gift","Blue Sodalite Ring, Stainless Steel Ring, Hypoallergenic Ring, Gift For Her, Birthday Gift, Bridesmaid Gift, Statement Ring, Graduation Gift

Stunning Blue Sodalite Gemstone Ring handmade with stainless steel hypoallergenic wire and an 8mm Sodalite gemstone. 

Due to the natural composition of these stones no two are ever the same.  The one you will receive will be the same quality as the one in the photos however the pattern or markings may differ.

All photos have been enlarged to show close up details. 

Please check out the ring size charts the in the photos to help you choose the correct size of ring.  If you are unsure of your ring size please see chart in the photos for mearuring instructions.  I can make these rings from US sizes 5 to 13 including half sizes.

Beautifully presented in an organza bag with gemstone information, ready to give as a gift. 

Sodalite is one of the densest and most grounded of the dark blue stones and is superb for meditation and deep journeying. It brings insights into the self and an honest evaluation of one’s motivations, strengths, weaknesses, gifts and patterns of destiny. It dispels mental confusion, stilling the mind to allow new information to be received, and brings an enlightened perspective on life. 

Sodalite increases consciousness, idealism, and striving for the truth, and eliminates guilt and fears better than any other stone. It helps one own and verbalize one’s true feelings and to stand up for oneself.

Presented in an organza bag ready to give as a gift with Gemstone information.

Find me on Facebook :
https://www.facebook.com/saorsajewelry

Follow me on Instagram :
https://www.instagram.com/saorsajewelleryUK",10,GBP,2,"Statement_Ring,Gift_For_Her,Birthday_Gift,Promise_ring,Friendship_ring,Bridesmaid_Gift,Graduation_Gift,Blue__Sodalite_Ring,Blue_Stone_Ring,Hypoallergenic_Ring,Stainless_Steel_Ring,Sodalite_Ring,Hippie_Ring",Silver,https://i.etsystatic.com/5329957/r/il/895382/2409794373/il_fullxfull.2409794373_4hxs.jpg,https://i.etsystatic.com/5329957/r/il/e515e3/2409791403/il_fullxfull.2409791403_aq0i.jpg,https://i.etsystatic.com/5329957/r/il/6496b5/2409791397/il_fullxfull.2409791397_k5yh.jpg,https://i.etsystatic.com/5329957/r/il/eaf7f2/2362186286/il_fullxfull.2362186286_lt7s.jpg,https://i.etsystatic.com/5329957/r/il/4dcbb8/2362186282/il_fullxfull.2362186282_bp2i.jpg,https://i.etsystatic.com/5329957/r/il/e55f83/2409791401/il_fullxfull.2409791401_394z.jpg,https://i.etsystatic.com/5329957/r/il/9259c4/2362186284/il_fullxfull.2362186284_1adz.jpg,https://i.etsystatic.com/5329957/r/il/5e6855/2408093470/il_fullxfull.2408093470_gnx2.jpg,https://i.etsystatic.com/5329957/r/il/61ae88/2455722877/il_fullxfull.2455722877_llgu.jpg,,"Ring size","Ring size","5,5 1/2,6,6 1/2,7,7 1/2,8,8 1/2,9,9 1/2,10,10 1/2,11,11 1/2,12,12 1/2,13",,,,
"Rose Quartz Ring, Rose Gold Ring, Wire Wrapped Ring, Emerald Cut, Gift For Her, Cocktail Ring, Statement Ring, Rectangle Ring, Pink Ring","Rose Quartz Ring, Rose Gold Ring, Wire Wrapped Ring, Emerald Cut, Gift For Her, Cocktail Ring, Statement Ring, Rectangle Ring, Pink Ring

A stunning handmade wire wrapped ring made with an emerald cut 12x8mm genuine rose quartz faceted rectangle gemstone, and Rose Gold Plated wire. 

This ring can also be made with Sterling Silver Filled Wire, Silver Plated Non Tarnish Wire, or Gold Plated Non Tarnish Wire.   Please make your selection from the drop down menu  

Due to the natural composition of these stones no two are ever the same.  The one you will receive will be the same quality as the one in the photos however the pattern or markings may differ. 

All photos have been enlarged to show close up details. 

Please check out the ring size charts the in the photos to help you choose the correct size of ring.  If you are unsure of your ring size please see chart in the photos for mearuring instructions.  I can make these rings from US sizes 5 to 13 including half sizes.

Rose Quartz is the stone of unconditional love, opens the heart chakra to love in all its forms, and teaches us to love ourselves. Rose Quartz is a soothing and calming stone, is believed to help lower stress and helps to raise self esteem.

Rose Quartz is most often associated with love and fertility and often referred to as the ‘love’ stone. 

A unique gift for a birthday, bridesmaids, sisters, friends, or a promise ring for somebody special.

I can make custom orders, so please contact me with your ideas or requirements.

Presented in an organza bag.

Find me on Facebook :
https://www.facebook.com/saorsajewelry

Follow me on Instagram :
https://www.instagram.com/saorsajewelleryUK",10,GBP,2,"Wire_Wrapped_Ring,Gift_For_Her,Boho_Ring,Rose_Quartz_Ring,Cocktail_Ring,Statement_Ring,Rose_Gold_Ring,Pink_Ring,Rectangle_Ring,Promise_Ring,Birthday_Gift,Emerald_Cut_Ring,Fertility_Gemstone","Rose quartz,Rose gold",https://i.etsystatic.com/5329957/r/il/716f05/2307665356/il_fullxfull.2307665356_ls6l.jpg,https://i.etsystatic.com/5329957/r/il/9d47d4/2355262863/il_fullxfull.2355262863_ablh.jpg,https://i.etsystatic.com/5329957/r/il/bc1400/2307667872/il_fullxfull.2307667872_8hv8.jpg,https://i.etsystatic.com/5329957/r/il/f42d6f/2307662928/il_fullxfull.2307662928_hind.jpg,https://i.etsystatic.com/5329957/r/il/94f53a/2307663058/il_fullxfull.2307663058_l0h9.jpg,https://i.etsystatic.com/5329957/r/il/42b2a6/2355262721/il_fullxfull.2355262721_gxgh.jpg,https://i.etsystatic.com/5329957/r/il/ac9f9c/2355263357/il_fullxfull.2355263357_suts.jpg,https://i.etsystatic.com/5329957/r/il/a48465/2355262551/il_fullxfull.2355262551_300h.jpg,https://i.etsystatic.com/5329957/r/il/1f84bb/2408134500/il_fullxfull.2408134500_gduo.jpg,https://i.etsystatic.com/5329957/r/il/c43b4e/2455764097/il_fullxfull.2455764097_6ze3.jpg,"Ring size","Ring size","5,5 1/2,6,6 1/2,7,7 1/2,8,8 1/2,9,9 1/2,10,10 1/2,11,11 1/2,12,12 1/2,13",Style,Style,"Silver Filled Wire,Gold Plated Wire,Silver Plated Wire,Rose Gold Plated",
"Bloodstone Ring, Wire Wrapped Ring, Statement Ring, Oval Ring, Gift For Her, Large Ring, Gold Ring, Boho, Messy Wire Ring, Earthy Jewelry","Bloodstone Ring, Wire Wrapped Ring, Statement Ring, Oval Ring, Gift For Her, Large Ring, Gold Ring, Boho, Messy Wire Ring, Earthy Jewelry 

A stunning large oval Bloodstone ring, handmade and wire wrapped with a Bloodstone gemstone bead 18x13mm and thick gold plated, non tarnish wire, it makes a gorgeous statement ring.

All photos have been enlarged to show close up details of the rings.

Due to the natural composition of these stones no two are ever the same.  The stone you will receive will be the same high quality as the one in the photos however the pattern will differ. 

All photos have been enlarged to show close up details. 

My ring sizes are listed in US sizes, but I can easily convert them from UK or EU sizes.
Please check out the ring size charts the in the photos to help you choose the correct size of ring, and for measuring instructions.  If you are unsure of your size, please send me a message before you placing an order.

I can make these rings from US sizes 5 to 13 including half sizes.

A unique gift for a birthday, bridesmaids, sisters, friends, or for somebody special.

I can make custom orders, so please contact me with your ideas or requirements.

Bloodstone is an excellent blood cleanser and a powerful healing stone.  It heightens intuition and increases creativity.  It is grounding and protecting.  Bloodstone draws off negative environmental energy, helping to overcome influences such as geopathic or electromagnetic stress.  It stimulates dreaming and is a powerful revitaliser.  Gives courage and teaches you how to avoid dangerous situations.  

Bloodstone encourages selflessness and idealism.  Assists in acting in the present moment.  Bloodstone calms and revitalises the mind, dispels confusion and enhances decision-making.  Assists in adjusting to unaccustomed circumstances.  Reduces irritability, aggressiveness and impatience.

Presented in an organza bag with gemstone information.

Find me on Facebook :
https://www.facebook.com/saorsajewelry

Follow me on Instagram :
https://www.instagram.com/saorsajewelleryUK",12,GBP,2,"Wire_Wrapped_Ring,Statement_Ring,Gift_For_Her,Birthday_Gift,Handmade_Wire_Ring,Gold_Ring,Large_Ring,Oval_Ring,Messy_Wire_Ring,Boho_Ring,Bloodstone_Ring,Earthy_Jewelry,Large_Oval_Ring","Bloodstone,Gold",https://i.etsystatic.com/5329957/r/il/a7154a/2443032940/il_fullxfull.2443032940_jsw0.jpg,https://i.etsystatic.com/5329957/r/il/643f38/2443032156/il_fullxfull.2443032156_2n3d.jpg,https://i.etsystatic.com/5329957/r/il/4785e5/2490662931/il_fullxfull.2490662931_bjby.jpg,https://i.etsystatic.com/5329957/r/il/0198d3/2490662631/il_fullxfull.2490662631_qad1.jpg,https://i.etsystatic.com/5329957/r/il/50dd8a/2490663093/il_fullxfull.2490663093_ovbi.jpg,https://i.etsystatic.com/5329957/r/il/3d4b74/2490662799/il_fullxfull.2490662799_jquu.jpg,https://i.etsystatic.com/5329957/r/il/887c3a/2443031354/il_fullxfull.2443031354_dn90.jpg,https://i.etsystatic.com/5329957/r/il/707cbe/2443031300/il_fullxfull.2443031300_s1ek.jpg,https://i.etsystatic.com/5329957/r/il/4576ae/2408086024/il_fullxfull.2408086024_9bdv.jpg,https://i.etsystatic.com/5329957/r/il/b31c7e/2455715203/il_fullxfull.2455715203_5yv8.jpg,"Ring size","Ring size","5,5 1/2,6,6 1/2,7,7 1/2,8,8 1/2,9,9 1/2,10,10 1/2,11,11 1/2,12,12 1/2,13",,,,
"Amazonite Ring, Sterling Silver, Wire Wrapped Ring, Birthday Gift, Gift For Her, Aqua Ring, Birthstone Ring, Zodiac Virgo, Bridesmaid Gifts","Amazonite Ring, Sterling Silver, Wire Wrapped Ring, Birthday Gift, Gift For Her, Aqua Ring, Birthstone Ring, Zodiac Virgo, Bridesmaid Gifts 

A beautiful handmade wire wrapped ring made with an 8mm Amazonite gemstone and Sterling Silver Filled wire 99.5% purity. This ring can also be made with Silver Plated non tarnish wire. Please select your choice of wire from the drop down menu.

Please check out the ring size chart in the photos to help you choose the correct size of ring. I can make these rings from US sizes 5 to 13 including half sizes.

If you are unsure of your ring size please contact me. 

Amazonite is the Zodiac Birthstone for Virgo.

Amazonite is recognised as a Stone of Abundance and success, it attracts good luck.

Amazonite aligns the physical, energetic and subtle bodies, and assists in balancing the yin and yang (male and female) energies, helping one to escape the illusion of separation from the Divine. It is a good energy filter, blocking geopathic stress and electromagnetic pollution emitted from computers, microwaves, or cell phones.  It also soothes aggravation and emotional trauma, eases irritation, and calms all of the chakras.

Amazonite is also said to balance masculine and feminine energy as well as different personality traits.

A unique gift for somebody special

I can make custom orders, so please contact me with your ideas or requirements.

Presented in an organza bag with gemstone information.

Find me on Facebook :
https://www.facebook.com/saorsajewelry

Follow me on Instagram :
https://www.instagram.com/saorsajewelleryUK",10,GBP,2,"Gift_for_her,Wire_Wrapped_Ring,Amazonite_Ring,Boho_Ring,Birthday_Gift,Bridesmaid_Gift,Aqua_Blue_Ring,Statement_Ring,Silver_Ring,Aqua_Stone_Ring,Birthstone_Ring,Sterling_Silver_Ring,Zodiac_Ring_Virgo",Silver,https://i.etsystatic.com/5329957/r/il/fb7901/2350673813/il_fullxfull.2350673813_j9ok.jpg,https://i.etsystatic.com/5329957/r/il/aa6a86/2303067546/il_fullxfull.2303067546_ga1t.jpg,https://i.etsystatic.com/5329957/r/il/89804e/2303067324/il_fullxfull.2303067324_iwq8.jpg,https://i.etsystatic.com/5329957/r/il/92bc7b/2303076906/il_fullxfull.2303076906_d0kq.jpg,https://i.etsystatic.com/5329957/r/il/f472ea/2303066200/il_fullxfull.2303066200_kely.jpg,https://i.etsystatic.com/5329957/r/il/1a9fac/2351559963/il_fullxfull.2351559963_6arq.jpg,https://i.etsystatic.com/5329957/r/il/386ef8/2291561954/il_fullxfull.2291561954_r158.jpg,,,,"Ring size","Ring size","5,5 1/4,5 3/4,6,6 1/4,5 1/2,6 1/2,6 3/4,7,7 1/4,7 1/2,7 3/4,8,8 1/4,8 1/2,8 3/4,9,9 1/4,9 1/2,9 3/4,10,10 1/4,10 1/2,10 3/4,11,11 1/4,11 1/2,11 3/4,12,12 1/4,12 1/2,12 3/4,13",Style,Style,"Silver Filled Wire,Silver Plated Wire",
"Unakite Ring, Sterling Silver, Wire Wrapped Ring, Zodiac Ring, Scorpio Gemstone, Gift For Her, Birthday Gift, Bridesmaid Gifts, Fertility","Unakite Ring, Sterling Silver, Wire Wrapped Ring, Zodiac Ring, Scorpio Gemstone, Gift For Her, Birthday Gift, Bridesmaid Gifts, Fertility Pregnancy Stone.

A beautiful handmade wire wrapped ring made with an 8mm Unakite green pink gemstone and Sterling Silver Filled wire 99.5% purity. This ring can also be made with Silver Plated non tarnish wire.  Please select your choice of wire from the drop down menu.

Due to the natural composition of these stones no two are ever the same.  The one you will receive will be the same quality as the one in the photos however the pattern or markings may differ. 

All photos have been enlarged to show close up details. 

Please check out the ring size charts the in the photos to help you choose the correct size of ring.  If you are unsure of your ring size please see chart in the photos for mearuring instructions.  I can make these rings from US sizes 5 to 13 including half sizes.

Unakite is the Zodiac Gemstone for Scorpio. 

Unakite brings together the abundant, nurturing energy of green with the soft, caring passion of pink in one of Nature’s most healing crystals of the heart and mind. It resonates with the frequency of love, compassion and kindness, and is a stone dedicated to balancing the emotional body.

Unakite is a stone of vision.  It balances emotions with spirituality.  Unakite provides grounding when needed.  It facilitates rebirthing, gently releasing conditions that inhibit spiritual and psychological growth.

A unique gift for a birthday, bridesmaids, sisters, friends, Mother's Day, Christmas, or a promise ring for somebody special.
I can make custom orders, so please contact me with your ideas or requirements.

Presented in an organza bag.

Find me on Facebook :
https://www.facebook.com/saorsajewelry

Follow me on Instagram :
https://www.instagram.com/saorsajewelleryUK",10,GBP,2,"Wire_Wrapped_Ring,Statement_Ring,Gift_For_Her,Handmade_Wire_Ring,Bridesmaid_Gift,Birthday_Gift,Sterling_Silver_Ring,Unakite_Ring,Fertility_Rebirthing,Scorpio_Gemstone,Zodiac_Ring,Green_Pink_Ring,Fertility_Gemstone",Silver,https://i.etsystatic.com/5329957/r/il/176925/2351599743/il_fullxfull.2351599743_cn4i.jpg,https://i.etsystatic.com/5329957/r/il/95e611/2303994962/il_fullxfull.2303994962_e018.jpg,https://i.etsystatic.com/5329957/r/il/da7eaf/2351600047/il_fullxfull.2351600047_fjvm.jpg,https://i.etsystatic.com/5329957/r/il/5d0aff/2351599659/il_fullxfull.2351599659_6lnw.jpg,https://i.etsystatic.com/5329957/r/il/acd254/2351599845/il_fullxfull.2351599845_35qj.jpg,https://i.etsystatic.com/5329957/r/il/66fe06/2303995056/il_fullxfull.2303995056_ic5z.jpg,https://i.etsystatic.com/5329957/r/il/f8f0c0/2303994980/il_fullxfull.2303994980_m2oq.jpg,https://i.etsystatic.com/5329957/r/il/ca5618/2303994712/il_fullxfull.2303994712_nxhb.jpg,https://i.etsystatic.com/5329957/r/il/5f6378/2455771491/il_fullxfull.2455771491_6bc2.jpg,https://i.etsystatic.com/5329957/r/il/8a98d7/2408141930/il_fullxfull.2408141930_s8g3.jpg,"Ring size","Ring size","5,5 1/2,6,6 1/2,7,7 1/2,8,8 1/2,9,9 1/2,10,10 1/2,11,11 1/2,12,12 1/2,13",Style,Style,"Silver Plated Wire,Silver Filled Wire",
"Moss Agate Ring, Wire Wrapped Ring, Sterling Silver, Gift For Her, Virgo Gemstone, Zodiac, Birthday Gift, Bridesmaid Gifts, Earthy Boho Ring","Moss Agate Ring, Wire Wrapped Ring, Sterling Silver, Gift For Her, Virgo Gemstone, Zodiac, Birthday Gift, Bridesmaid Gifts, Earthy Boho Ring

A beautiful handmade wire wrapped ring made with an 8mm Moss Agate gemstone and Sterling Silver Filled wire 99.5% purity. This ring can also be made with Silver Plated non tarnish wire. Please select your choice of wire from the drop down menu.

This is a translucent gemstone clear to milky white, with dendritic inclusions that has grown into patterns similar to moss or lichen.

Due to the natural composition of these gemstones, no two beads are the same.

Photos have been enlarged to show close up detail.

Please check out the ring size chart in the photos to help you choose the correct size of ring. I can make these rings from US sizes 5 to 13 including half sizes.

If you are unsure of your ring size please contact me. 

A unique gift for a birthday, bridesmaids, sisters, friends, or a promise ring for somebody special.

I can make custom orders, so please contact me with your ideas or requirements.
 
Moss Agate is a stone of new beginnings.  Refreshes the soul and enables you to see beauty in all you behold.  

Moss Agate reduces sensitivity to weather and environmental pollutants.  It attracts abundance in wealth and improves self-esteem.  Develops strength and the ability to get along with others.  Inspires new ideals after periods of stagnation.  

Moss Agate promotes self-expression and communication.  Balances the emotions, releasing fear and stress.  Encourages trust and hope.  It eliminates depression caused by brain imbalances.

Moss Agate is the Zodiac Gemstone for Virgo. 

Presented in an organza bag with gemstone information.

Find me on Facebook :
https://www.facebook.com/saorsajewelry

Follow me on Instagram :
https://www.instagram.com/saorsajewelleryUK",10,GBP,2,"Wire_Wrapped_Ring,Statement_Ring,Gift_For_Her,Bridesmaid_Gift,Birthday_Gift,Promise_Ring,Handmade_Wire_Ring,Mother's_Day_Gift,Silver_Ring,Moss_Agate__Ring,Earthy_Jewelry,Virgo_Zodiac_Ring,Earthy_Boho_Ring",Silver,https://i.etsystatic.com/5329957/r/il/f05015/2303243802/il_fullxfull.2303243802_s6i2.jpg,https://i.etsystatic.com/5329957/r/il/0bc32d/2303241368/il_fullxfull.2303241368_hbrn.jpg,https://i.etsystatic.com/5329957/r/il/3c9b55/2350849381/il_fullxfull.2350849381_2sxh.jpg,https://i.etsystatic.com/5329957/r/il/021f7e/2303241496/il_fullxfull.2303241496_1295.jpg,https://i.etsystatic.com/5329957/r/il/da37e7/2303241262/il_fullxfull.2303241262_e2tp.jpg,https://i.etsystatic.com/5329957/r/il/ba4621/2350847445/il_fullxfull.2350847445_pg2p.jpg,https://i.etsystatic.com/5329957/r/il/c48a76/2350847647/il_fullxfull.2350847647_qvgk.jpg,https://i.etsystatic.com/5329957/r/il/1ff064/2351577629/il_fullxfull.2351577629_ctt7.jpg,https://i.etsystatic.com/5329957/r/il/26a0fe/2334369911/il_fullxfull.2334369911_ldq1.jpg,,"Ring size","Ring size","5,5 1/2,6,6 1/2,7,7 1/2,8,8 1/2,9,9 1/2,10,10 1/2,11,11 1/2,12,12 1/2,13",Style,Style,"Silver Filled Wire,Silver Plated Wire",
"Amethyst Ring, Cabochon Ring, Statement Ring, Adjustable, Gothic Ring, Gift For Her, Birthday Gift, Bridesmaid Gift, Graduation Gift","Amethyst Ring, Cabochon Ring, Statement Ring, Adjustable, Gothic Ring, Gift For Her, Birthday Gift, Bridesmaid Gift, Graduation Gift 

Beautiful Amethyst gemstone cabochon 14x10mm mounted on a silver plated brass ring.

Due to the natural composition of these stones no two are ever the same, however the stone you will receive will be of the same high quality as the one in the photos.

This ring is adjustable and will fit all sizes.

Beautifully presented in an organza bag with gemstone information, ready to give as a gift. 

Amethyst is a meditative and calming stone which works in the emotional, spiritual, and physical planes to provide calm, balance, patience, and peace. Amethyst energy stones repel negative energy and attract positive energy. It is a gemstone of spiritual protection that will help guide the wearer on their divine spiritual path.

Amethyst is a gentle stone that helps to open and active the third eye chakra, the energy center associated with your mind. By infusing your head space with peaceful and relaxing energy, this stone works to clear away any chaotic, worried, or anxiety thoughts. With a clear mind, you can move through any stressful situations with a sense of peace and calm.

Find me on Facebook :
https://www.facebook.com/saorsajewelry

Follow me on Instagram :
https://www.instagram.com/saorsajewelleryUK",12.45,GBP,2,"Cocktail_Ring,Statement_Ring,Gift_For_Her,Birthday_Gift,adjustable_ring,Cabochon_Ring,Friendship_ring,Mother's_Day_Gift,Amethyst_Ring,Amethyst_Gemstone,Bridesmaid_Gift,Graduation_Gift,Anxiety_Gemstone","Amethyst,Silver",https://i.etsystatic.com/5329957/r/il/bbb92c/2335730959/il_fullxfull.2335730959_gnh0.jpg,https://i.etsystatic.com/5329957/r/il/433205/2288121292/il_fullxfull.2288121292_deda.jpg,https://i.etsystatic.com/5329957/r/il/02fbde/2335732085/il_fullxfull.2335732085_e73i.jpg,https://i.etsystatic.com/5329957/r/il/83689d/2288121488/il_fullxfull.2288121488_krgp.jpg,https://i.etsystatic.com/5329957/r/il/238200/2335732633/il_fullxfull.2335732633_6iqo.jpg,https://i.etsystatic.com/5329957/r/il/3c88e1/2335732725/il_fullxfull.2335732725_5guh.jpg,https://i.etsystatic.com/5329957/r/il/9fa1b3/2335732775/il_fullxfull.2335732775_pybt.jpg,,,,,,,,,,
"Black Moonstone Ring, Sterling Silver, Wire Wrapped Ring, Statement Ring, Gift For Her, Birthday Gift, Bridesmaid Gifts, New Beginnings","Black Moonstone Ring, Sterling Silver, Wire Wrapped Ring, Statement Ring, Gift For Her, Birthday Gift, Bridesmaid Gifts, New Beginnings

A beautiful handmade wire wrapped ring made with an 8mm Black Moonstone gemstone and Sterling Silver Filled wire 99.5% purity. This ring can also be made with Silver Plated non tarnish wire.  Please select your choice of wire from the drop down menu.

Due to the natural composition of these stones no two are ever the same.  The one you will receive will be the same quality as the one in the photos however the pattern or markings may differ. 

All photos have been enlarged to show close up details. 

Please check out the ring size charts the in the photos to help you choose the correct size of ring.  If you are unsure of your ring size please see chart in the photos for mearuring instructions.  I can make these rings from US sizes 5 to 13 including half sizes.

Black Moonstone holds the energy of the New Moon and new beginnings. Whether it's the start of a new project, a new pregnancy or setting new intentions, this is a wonderful stone to connect with during that new moon period. 

When you work with black moonstone in sync with the moon's cycle, it helps to cut through your internal layers, shedding light on the thoughts and patterns you need to let go of in order to pave your pathway to greatness. It also has a gentle protective and grounding energy that is not as prevalent in other types of Moonstone. 

Presented in an organza bag.

Find me on Facebook :
https://www.facebook.com/saorsajewelry

Follow me on Instagram :
https://www.instagram.com/saorsajewelleryUK",10,GBP,2,"Wire_Wrapped_Ring,Statement_Ring,Gift_For_Her,Handmade_Wire_Ring,Healing_Gemstones,Bridesmaid_Gift,Birthday_Gift,Sterling_Silver_Ring,Moonstone_Ring,Black_Moonstone_Ring,New_Beginnings,Energy_Gemstones,Graduation_Gift","Silver,Moonstone",https://i.etsystatic.com/5329957/r/il/d559fb/2406180295/il_fullxfull.2406180295_brjg.jpg,https://i.etsystatic.com/5329957/r/il/a458e5/2406176377/il_fullxfull.2406176377_of8j.jpg,https://i.etsystatic.com/5329957/r/il/af4fd2/2358576760/il_fullxfull.2358576760_58ok.jpg,https://i.etsystatic.com/5329957/r/il/eae68e/2406176383/il_fullxfull.2406176383_ke35.jpg,https://i.etsystatic.com/5329957/r/il/967d5c/2406176381/il_fullxfull.2406176381_tczi.jpg,https://i.etsystatic.com/5329957/r/il/e5ca57/2358576778/il_fullxfull.2358576778_lxhk.jpg,https://i.etsystatic.com/5329957/r/il/970f99/2358576756/il_fullxfull.2358576756_by74.jpg,https://i.etsystatic.com/5329957/r/il/4cd346/2358576772/il_fullxfull.2358576772_k6xt.jpg,https://i.etsystatic.com/5329957/r/il/6a2208/2455730329/il_fullxfull.2455730329_ljhq.jpg,https://i.etsystatic.com/5329957/r/il/a0b201/2455730491/il_fullxfull.2455730491_rgnf.jpg,"Ring size","Ring size","5,5 1/2,6,6 1/2,7,7 1/2,8,8 1/2,9,9 1/2,10,10 1/2,11,11 1/2,12,12 1/2,13",Style,Style,"Silver Plated Wire,Silver Filled Wire",
